Clone738,1,"[[-0.05942727 -0.03964635 -0.02877886 -0.03658659 -0.04392148 -0.03238373
  -0.06239995 -0.05618698 -0.01727097]]","[[0.05942728 0.03964636 0.02877887 0.03658659 0.04392149 0.03238372
  0.06239996 0.05618698 0.01727098]]"
Clone240,1,"[[-0.0456691  -0.04393966 -0.04828308 -0.04573583 -0.04367144 -0.04355403
  -0.04201259 -0.04197591 -0.04525655 -0.04507557]]","[[0.0456691  0.04393966 0.04828307 0.04573583 0.04367144 0.04355402
  0.0420126  0.04197592 0.04525654 0.04507556]]"
Clone198,0,[[0.09898362 0.09899248 0.09859507 0.06786533 0.06794916 0.06750611]],[[-0.09898364 -0.09899247 -0.09859506 -0.06786533 -0.06794917 -0.0675061 ]]
Clone803,1,"[[-0.05991603 -0.06029749 -0.06132946 -0.06225102 -0.0656537  -0.06070891
  -0.05430349 -0.05758599]]","[[0.05991603 0.06029751 0.06132946 0.06225101 0.06565369 0.06070891
  0.05430348 0.05758598]]"
Clone938,1,"[[-0.05357793 -0.06119653 -0.0592156  -0.05430065 -0.06049989 -0.06391708
  -0.05699223 -0.06656688]]","[[0.05357795 0.06119654 0.05921561 0.05430066 0.0604999  0.06391709
  0.05699224 0.06656689]]"
Clone633,0,"[[0.05118779 0.0507103  0.05012338 0.05048218 0.05141178 0.0487833
  0.04974242 0.04894901 0.04868096 0.04896918]]","[[-0.05118778 -0.05071031 -0.05012337 -0.05048219 -0.05141178 -0.0487833
  -0.04974242 -0.04894901 -0.04868096 -0.04896916]]"
Clone558,0,[[0.09947125 0.09918436 0.09918359 0.06741035 0.06740812 0.06723481]],[[-0.09947124 -0.09918437 -0.09918357 -0.06741035 -0.06740812 -0.06723478]]
Clone793,1,[[-0.08257494 -0.08058876 -0.08334318 -0.08568748 -0.07741945 -0.0772901 ]],[[0.08257495 0.08058878 0.08334317 0.08568749 0.07741943 0.07729009]]
Clone687,1,"[[-0.0571756  -0.0355873  -0.06759994 -0.15610055 -0.05782265 -0.03074386
  -0.05866677]]","[[0.05717556 0.03558729 0.06759992 0.15610055 0.05782266 0.03074385
  0.05866676]]"
Clone301,1,"[[-0.06688738 -0.05688031 -0.05197147 -0.05629572 -0.06987761 -0.0681946
  -0.07896269]]","[[0.06688738 0.05688031 0.05197146 0.05629574 0.06987762 0.0681946
  0.07896269]]"
Clone185,1,[[-0.108615   -0.0911966  -0.06944178  0.02301893 -0.17565734]],[[ 0.10861501  0.09119662  0.06944174 -0.02301892  0.17565736]]
Clone661,1,"[[-0.05171607 -0.04954831 -0.05487326 -0.05326835 -0.04449286 -0.05347833
  -0.05585648 -0.05387588 -0.05244858]]","[[0.05171606 0.0495483  0.05487326 0.05326835 0.04449286 0.05347833
  0.05585649 0.05387588 0.05244858]]"
Clone156,1,[[-0.03854023 -0.04126859 -0.06090995 -0.1371274  -0.16331782]],[[0.03854023 0.0412686  0.06090997 0.13712739 0.16331783]]
Clone871,1,"[[-0.05002855 -0.04984959 -0.0489501  -0.04627102 -0.04773948 -0.0486921
  -0.04826605 -0.04238436 -0.04639493 -0.04644336]]","[[0.05002856 0.0498496  0.04895011 0.04627103 0.04773947 0.0486921
  0.04826605 0.04238437 0.04639492 0.04644336]]"
Clone311,1,"[[-0.06230177 -0.05942723 -0.05976639 -0.05383425 -0.0711994  -0.07882399
  -0.075757  ]]","[[0.06230179 0.05942723 0.0597664  0.05383425 0.0711994  0.07882399
  0.07575699]]"
Clone634,0,[[0.08348233 0.08314535 0.0831631  0.08324221 0.08331602 0.08312916]],[[-0.08348232 -0.08314533 -0.0831631  -0.08324219 -0.08331602 -0.08312914]]
Clone37,1,[[-0.08681262 -0.08750416 -0.09780947 -0.06510488 -0.06358698 -0.06580209]],[[0.08681261 0.08750413 0.09780945 0.06510486 0.06358699 0.0658021 ]]
Clone615,1,[[-0.1081911  -0.09913203 -0.08418496 -0.0529153  -0.05604833 -0.06378825]],[[0.10819108 0.09913203 0.08418496 0.0529153  0.05604832 0.06378823]]
Clone560,0,"[[0.07137835 0.07122561 0.07107245 0.07124932 0.07119513 0.07129644
  0.07127158]]","[[-0.07137834 -0.07122559 -0.07107244 -0.07124932 -0.07119514 -0.07129644
  -0.07127159]]"
Clone184,1,"[[-0.06849738 -0.05073887 -0.02751305 -0.0740015  -0.09609556 -0.07393757
  -0.08321864]]","[[0.0684974  0.05073887 0.02751304 0.07400151 0.09609556 0.07393757
  0.08321865]]"
Clone515,1,"[[-0.06098755 -0.05724906 -0.05185306 -0.06032107 -0.05282777 -0.05237209
  -0.05174096 -0.05312443]]","[[0.06098757 0.05724906 0.05185306 0.06032108 0.05282778 0.0523721
  0.05174096 0.05312444]]"
Clone912,0,[[0.06871351 0.06962548 0.07709947 0.07699559 0.06996568 0.06762156]],[[-0.06871353 -0.06962549 -0.07709946 -0.07699561 -0.06996569 -0.06762156]]
Clone491,1,"[[-0.06134098 -0.06288137 -0.06622091 -0.05923485 -0.0780603  -0.07548944
  -0.07726894]]","[[0.06134099 0.06288136 0.06622093 0.05923485 0.0780603  0.07548945
  0.07726894]]"
Clone261,1,"[[-0.05039402 -0.05012342 -0.04852727 -0.04626564 -0.05503682 -0.05320377
  -0.05189124 -0.05312437 -0.05589832]]","[[0.05039402 0.05012341 0.04852727 0.04626565 0.05503682 0.05320377
  0.05189124 0.05312439 0.05589832]]"
Clone527,1,"[[-0.05580065 -0.04461118 -0.05171848 -0.04859995 -0.04865385 -0.05279043
  -0.05258407 -0.05528815 -0.05476923]]","[[0.05580064 0.04461118 0.05171849 0.04859994 0.04865386 0.05279043
  0.05258406 0.05528815 0.05476923]]"
Clone188,1,"[[-0.05594542 -0.05464159 -0.04271511 -0.0445928  -0.03860777 -0.04473122
  -0.05468058 -0.05842719]]","[[0.05594541 0.0546416  0.04271509 0.04459279 0.03860777 0.04473122
  0.05468057 0.05842719]]"
Clone577,1,[[-0.09334965 -0.09488932 -0.08883947 -0.06398518 -0.06780266 -0.0594796 ]],[[0.09334965 0.09488933 0.08883946 0.06398517 0.06780266 0.05947961]]
Clone638,1,"[[-0.05833127 -0.0651936  -0.05922437 -0.05283002 -0.05466383 -0.05113851
  -0.05290036 -0.05141704]]","[[0.05833127 0.06519358 0.05922438 0.05283002 0.05466383 0.05113849
  0.05290036 0.05141703]]"
Clone187,1,[[-0.20766563 -0.19922765 -0.01793157 -0.01229138]],[[0.20766562 0.19922765 0.01793155 0.0122914 ]]
Clone539,1,"[[-0.06734807 -0.06042205 -0.06375813 -0.06523096 -0.06813651 -0.04697759
  -0.0539622  -0.05063181]]","[[0.06734808 0.06042206 0.06375812 0.06523096 0.06813651 0.04697757
  0.0539622  0.05063181]]"
Clone211,1,[[-0.06818116 -0.0080726  -0.06761359 -0.11893893 -0.15093713]],[[0.06818117 0.00807259 0.06761362 0.11893893 0.15093713]]
Clone513,1,[[-0.0835272  -0.11933434 -0.09168349 -0.04761445 -0.08220143 -0.05006526]],[[0.08352719 0.11933435 0.0916835  0.04761446 0.08220144 0.05006527]]
Clone289,1,"[[-0.04463275 -0.04412781 -0.04278537 -0.04081723 -0.04495411 -0.04075072
  -0.04776836 -0.04263364 -0.03845457 -0.04248142]]","[[0.04463275 0.04412782 0.04278535 0.04081722 0.04495411 0.0407507
  0.04776836 0.04263363 0.03845457 0.04248142]]"
Clone199,0,[[0.08371054 0.08339532 0.08304837 0.08320094 0.08330103 0.08318835]],[[-0.08371054 -0.08339533 -0.08304838 -0.08320092 -0.08330105 -0.08318835]]
Clone643,1,"[[-0.06781008 -0.0668276  -0.05849413 -0.05771498 -0.05927205 -0.05491437
  -0.05590268 -0.04905789]]","[[0.06781009 0.0668276  0.05849412 0.05771498 0.05927205 0.05491437
  0.05590268 0.04905789]]"
