Clone656,1,[[-0.04322454 -0.01476871 -0.04046421 -0.05024958 -0.0244914  -0.05306321]],[[0.04322453 0.01476871 0.04046419 0.05024957 0.02449139 0.05306322]]
Clone671,1,"[[-0.06071414 -0.06016128 -0.06002645 -0.06289148 -0.05456441 -0.0539866
  -0.0585586  -0.05817836]]","[[0.06071414 0.06016127 0.06002645 0.06289147 0.05456441 0.05398659
  0.05855861 0.05817836]]"
Clone672,1,"[[-0.06017708 -0.05752548 -0.0600043  -0.05523021 -0.07411418 -0.07714576
  -0.07120059]]","[[0.06017708 0.05752548 0.0600043  0.05523021 0.07411418 0.07714575
  0.07120061]]"
Clone690,1,[[-0.05719876 -0.06191588 -0.05884651 -0.14415075 -0.12238752]],[[0.05719873 0.06191586 0.05884651 0.14415074 0.12238752]]
Clone692,1,[[-0.05593522 -0.05207342 -0.04767523 -0.12659085 -0.13755341]],[[0.0559352  0.05207341 0.04767525 0.12659083 0.13755343]]
Clone710,1,"[[-0.06328185 -0.06187738 -0.06336073 -0.06398472 -0.05553301 -0.0588702
  -0.05481344 -0.04360786]]","[[0.06328184 0.06187737 0.06336074 0.06398472 0.05553302 0.05887018
  0.05481343 0.04360787]]"
Clone744,0,[[ 0.09584159  0.07790359  0.03132697 -0.00445543  0.09489691  0.03884413  0.0339717 ]],[[-0.09584161 -0.07790359 -0.03132698  0.00445543 -0.09489691 -0.03884413  -0.03397169]]
Clone746,0,"[[0.0556919  0.06594789 0.03881812 0.05609738 0.04461475 0.04899853
  0.04775228 0.04677242 0.04349034 0.04958122]]","[[-0.05569189 -0.06594789 -0.03881811 -0.05609738 -0.04461475 -0.04899852
  -0.04775227 -0.04677242 -0.04349034 -0.04958122]]"
Clone756,1,"[[-0.04766056 -0.04711135 -0.0555293  -0.05416294 -0.04397926 -0.04790417
  -0.04760992 -0.06382902 -0.05539258]]","[[0.04766056 0.04711135 0.0555293  0.05416294 0.04397926 0.04790418
  0.04760992 0.06382903 0.05539257]]"
Clone779,1,[[-0.20938171 -0.19228047 -0.05977238 -0.01383915]],[[0.20938173 0.19228044 0.05977236 0.01383915]]
Clone788,1,"[[-0.0485524  -0.0499502  -0.04772712 -0.05196595 -0.05419019 -0.05272183
  -0.05049866 -0.06085007 -0.04870344]]","[[0.04855239 0.04995021 0.04772712 0.05196596 0.05419021 0.05272183
  0.05049867 0.06085007 0.04870344]]"
Clone790,1,[[-0.20648637 -0.18969922 -0.04065448 -0.01258561]],[[0.20648637 0.1896992  0.04065451 0.01258563]]
Clone796,1,"[[-0.08924364 -0.08578708 -0.03801977 -0.07343264 -0.1017212  -0.04621389
  -0.06467793]]","[[0.08924363 0.08578709 0.03801978 0.07343263 0.10172121 0.04621388
  0.06467793]]"
Clone797,1,"[[-0.0638923  -0.06187256 -0.05880436 -0.0585469  -0.05471453 -0.05615942
  -0.05346943 -0.05045175]]","[[0.06389231 0.06187256 0.05880437 0.0585469  0.05471452 0.05615941
  0.05346943 0.05045176]]"
Clone798,1,"[[-0.06448855 -0.0569254  -0.05450636 -0.06493524 -0.08680184 -0.07990083
  -0.07478315]]","[[0.06448855 0.0569254  0.05450636 0.06493526 0.08680184 0.07990085
  0.07478315]]"
Clone799,1,[[-0.0494285  -0.0509706  -0.04606984 -0.0497896  -0.04740284 -0.05251083  -0.05236212 -0.05421354 -0.05330581]],[[0.04942848 0.0509706  0.04606984 0.04978961 0.04740284 0.05251082  0.05236212 0.05421354 0.05330582]]
Clone800,1,[[-0.0982706  -0.09091207 -0.08439705 -0.06440781 -0.0667843  -0.06134602]],[[0.09827061 0.09091206 0.08439708 0.06440779 0.06678431 0.06134601]]
Clone804,1,"[[-0.05808365 -0.06580279 -0.06743714 -0.06207055 -0.05570132 -0.05845491
  -0.05452136 -0.05479238]]","[[0.05808364 0.06580277 0.06743714 0.06207055 0.05570131 0.05845491
  0.05452136 0.05479236]]"
Clone819,1,[[-0.13399249  0.02111905  0.01265438 -0.14926909  0.01088242 -0.15427044  -0.09904054]],[[ 0.1339925  -0.02111906 -0.01265438  0.14926909 -0.01088241  0.15427044  0.09904054]]
Clone822,1,"[[-0.05530041 -0.05325433 -0.02460783 -0.01806442 -0.02928715 -0.02905955
  -0.04171684 -0.05662936 -0.0287278 ]]","[[0.0553004  0.05325433 0.02460783 0.01806443 0.02928715 0.02905954
  0.04171685 0.05662937 0.02872779]]"
Clone829,1,[[-0.06468291 -0.06538788 -0.0620985  -0.14190409 -0.15049124]],[[0.06468293 0.06538788 0.06209853 0.14190409 0.15049124]]
Clone836,1,[[-0.05277808 -0.05965317 -0.05950373 -0.1568498  -0.15044017]],[[0.05277808 0.05965318 0.05950373 0.15684982 0.15044017]]
Clone839,1,"[[-0.05259124 -0.05289899 -0.04727602 -0.05607291 -0.05216304 -0.04818654
  -0.04189431 -0.05381229 -0.05399498]]","[[0.05259123 0.05289899 0.04727601 0.05607292 0.05216302 0.04818652
  0.0418943  0.05381229 0.05399498]]"
Clone85,0,[[0.08328872 0.08337063 0.08333131 0.08332454 0.08333286 0.08325217]],[[-0.08328871 -0.08337064 -0.08333132 -0.08332453 -0.08333287 -0.08325217]]
Clone851,1,"[[-0.04523953 -0.04439907 -0.04726542 -0.04705101 -0.04403674 -0.03914559
  -0.04587742 -0.04631276 -0.0344424  -0.03967019]]","[[0.04523954 0.04439906 0.04726543 0.047051   0.04403675 0.0391456
  0.04587743 0.04631275 0.0344424  0.03967019]]"
Clone854,1,[[-0.05536638 -0.07032985 -0.05799814 -0.14866091 -0.14202355]],[[0.05536639 0.07032987 0.05799816 0.1486609  0.14202357]]
Clone865,1,"[[-0.06025093 -0.04852231 -0.05743607 -0.05666811 -0.04558524 -0.05390071
  -0.04840449 -0.050291  ]]","[[0.06025091 0.04852231 0.05743606 0.05666811 0.04558524 0.05390071
  0.04840448 0.050291  ]]"
Clone873,1,"[[-0.04721135 -0.04798656 -0.0469846  -0.05243959 -0.05002225 -0.05555337
  -0.05238051 -0.05643152 -0.05315038]]","[[0.04721135 0.04798657 0.0469846  0.05243958 0.05002226 0.05555336
  0.05238051 0.05643152 0.0531504 ]]"
Clone888,1,[[-0.06135876 -0.05659675 -0.0574547  -0.14036444 -0.14455185]],[[0.06135877 0.05659675 0.05745468 0.14036443 0.14455181]]
Clone91,1,[[-0.10891062 -0.07424068 -0.11698521 -0.05568457 -0.05900611 -0.06767811]],[[0.10891061 0.07424067 0.11698524 0.05568459 0.05900611 0.06767811]]
Clone913,1,[[-0.08470166 -0.09202408 -0.0942101  -0.06299583 -0.0648831  -0.04764389]],[[0.08470166 0.09202408 0.09421012 0.06299584 0.0648831  0.0476439 ]]
Clone938,1,"[[-0.04910308 -0.05036543 -0.04753265 -0.05014039 -0.05285743 -0.05523643
  -0.05361796 -0.05540079 -0.05486553]]","[[0.04910307 0.05036543 0.04753265 0.05014038 0.05285742 0.05523643
  0.05361796 0.05540078 0.05486554]]"
Clone939,1,"[[-0.06647001 -0.0599991  -0.0603521  -0.06284799 -0.05926903 -0.05946385
  -0.05377931 -0.05083131]]","[[0.06647001 0.05999909 0.06035211 0.06284799 0.05926902 0.05946386
  0.0537793  0.05083131]]"
Clone966,1,"[[ 0.04768816  0.1471134   0.12800077 -0.05564007 -0.09394075 -0.24669937
  -0.17293234]]","[[-0.04768818 -0.14711341 -0.12800078  0.05564007  0.09394074  0.24669935
   0.17293232]]"
Clone973,1,[[-0.06650144 -0.06063545 -0.057629   -0.14748229 -0.13367493]],[[0.06650144 0.06063542 0.057629   0.14748228 0.13367493]]
Clone981,1,"[[-0.06729282 -0.06417556 -0.0461086  -0.06907826 -0.08499396 -0.07054436
  -0.08008613]]","[[0.06729282 0.06417558 0.0461086  0.06907825 0.08499397 0.07054437
  0.08008614]]"
