Clone314,1,[[-0.03427258  0.02952498 -0.06144147 -0.05473495  0.02203395 -0.02180326]],[[ 0.03427256 -0.02952498  0.06144149  0.05473496 -0.02203397  0.02180327]]
Clone318,1,"[[-0.05764168 -0.06497449 -0.06463293 -0.06689836 -0.05167936 -0.06173388
  -0.0586293  -0.05539721]]","[[0.05764167 0.06497448 0.06463293 0.06689835 0.05167936 0.06173389
  0.05862932 0.05539721]]"
Clone378,0,[[0.09842068 0.10041927 0.10021679 0.10027088 0.09985646]],[[-0.09842069 -0.10041928 -0.10021681 -0.10027088 -0.09985645]]
Clone442,1,"[[-0.06386555 -0.06533249 -0.05815015 -0.06890195 -0.05708679 -0.05349784
  -0.05317726 -0.049301  ]]","[[0.06386555 0.06533251 0.05815014 0.06890196 0.0570868  0.05349784
  0.05317727 0.04930101]]"
Clone463,1,"[[-0.04831423 -0.0514382  -0.04928561 -0.04702711 -0.05029529 -0.04037344
  -0.04997802 -0.03588576 -0.0438198  -0.04663866]]","[[0.04831423 0.05143821 0.04928563 0.04702711 0.05029529 0.04037344
  0.04997802 0.03588576 0.0438198  0.04663867]]"
Clone508,1,[[-0.04414074 -0.06315017 -0.01411042 -0.13403211 -0.1233672 ]],[[0.04414074 0.06315017 0.01411043 0.1340321  0.12336719]]
Clone543,0,"[[ 0.09463676  0.04014944  0.08891459  0.11939392 -0.01061005  0.12670884
   0.03749324]]","[[-0.09463674 -0.04014944 -0.08891459 -0.11939393  0.01061005 -0.12670884
  -0.03749326]]"
Clone555,1,"[[-0.05293261 -0.05733386 -0.05931048 -0.04957475 -0.0385844  -0.0487762
  -0.05558967 -0.04762667 -0.04206344]]","[[0.0529326  0.05733387 0.05931047 0.04957475 0.0385844  0.0487762
  0.05558966 0.04762666 0.04206344]]"
Clone571,1,[[-0.05394161 -0.05743865 -0.05285014 -0.15496695 -0.14220893]],[[0.05394162 0.05743863 0.05285011 0.15496694 0.14220892]]
Clone669,1,"[[-0.07416682 -0.06019294 -0.0449086  -0.04997247 -0.07278453 -0.07900235
  -0.07205982]]","[[0.0741668  0.06019293 0.04490859 0.04997245 0.07278452 0.07900233
  0.07205983]]"
Clone670,1,"[[-0.07787749 -0.05424214 -0.0572634  -0.0550783  -0.06319507 -0.06711271
  -0.08179775]]","[[0.07787747 0.05424215 0.05726339 0.0550783  0.06319504 0.0671127
  0.08179775]]"
Clone686,1,[[-0.08903316 -0.09215716 -0.09460682 -0.06338018 -0.06307123 -0.06227433]],[[0.08903315 0.09215716 0.09460683 0.06338018 0.06307123 0.06227435]]
Clone720,1,"[[-0.06487097 -0.05969525 -0.05771224 -0.05725539 -0.06700504 -0.06488201
  -0.0399741  -0.05811032]]","[[0.06487097 0.05969525 0.05771222 0.05725539 0.06700503 0.06488201
  0.03997411 0.05811032]]"
Clone773,1,[[-0.08452893 -0.06830679 -0.09138874 -0.06238302 -0.07479263 -0.06272642]],[[0.08452895 0.06830676 0.09138875 0.06238301 0.07479261 0.0627264 ]]
Clone789,1,[[-0.08734956 -0.08079357 -0.07281374 -0.0603352  -0.05714982 -0.06579445]],[[0.08734954 0.08079356 0.07281374 0.06033521 0.05714981 0.06579444]]
Clone795,1,"[[-0.05563894 -0.07252894 -0.00956562 -0.06888461 -0.06318304 -0.05830793
  -0.06506032 -0.04996984 -0.05588457]]","[[0.05563894 0.07252894 0.00956562 0.06888461 0.06318303 0.05830794
  0.06506032 0.04996984 0.05588455]]"
Clone80,0,[[0.08224062 0.08633067 0.07966196 0.08152689 0.08822765 0.08183643]],[[-0.08224061 -0.08633064 -0.07966196 -0.08152689 -0.08822766 -0.08183642]]
Clone807,1,[[-0.08329194 -0.08905805 -0.09220669 -0.0549192  -0.06060167 -0.04956766]],[[0.08329193 0.08905802 0.09220669 0.0549192  0.06060168 0.04956766]]
Clone827,1,"[[-0.02939445 -0.05302362 -0.03895914 -0.02784946 -0.03915575 -0.04061054
  -0.03396191 -0.04038842 -0.04361718 -0.0460386 ]]","[[0.02939445 0.05302361 0.03895912 0.02784946 0.03915575 0.04061055
  0.0339619  0.04038841 0.04361718 0.04603861]]"
Clone831,1,[[-0.05021321 -0.07667218 -0.05038676 -0.15798975 -0.10700812]],[[0.05021321 0.07667217 0.05038676 0.15798978 0.10700812]]
Clone834,1,"[[-0.05160504 -0.04879821 -0.05117202 -0.0466773  -0.04449028 -0.04209713
  -0.04710815 -0.0509312  -0.04769893 -0.05411241]]","[[0.05160505 0.0487982  0.05117202 0.04667729 0.04449027 0.04209713
  0.04710813 0.0509312  0.04769892 0.0541124 ]]"
Clone844,1,"[[-0.05382173 -0.0650222  -0.06572409 -0.04529575 -0.08072251 -0.07235265
  -0.06196095]]","[[0.05382174 0.06502221 0.0657241  0.04529574 0.08072251 0.07235266
  0.06196096]]"
Clone875,1,"[[-0.04503099 -0.05844182 -0.06803239 -0.04934052 -0.02072426 -0.03391077
  -0.05020173 -0.04940047 -0.0165782  -0.03913753]]","[[0.04503099 0.05844182 0.06803238 0.04934052 0.02072425 0.03391076
  0.05020173 0.04940047 0.0165782  0.03913753]]"
Clone920,1,[[-0.09304804 -0.01596829  0.00300252 -0.1206047  -0.2150081 ]],[[ 0.09304805  0.01596828 -0.00300253  0.12060469  0.21500812]]
Clone932,1,[[-0.05578543 -0.04052205 -0.07002228 -0.15411919 -0.14392145]],[[0.05578543 0.04052204 0.07002229 0.1541192  0.14392147]]
Clone986,1,"[[-0.06277066 -0.06209641 -0.06554176 -0.06455387 -0.05843967 -0.05110343
  -0.05523026 -0.05822775]]","[[0.06277065 0.06209641 0.06554177 0.06455387 0.05843966 0.05110343
  0.05523026 0.05822776]]"
Clone763,1,[[-0.09365248 -0.08740136 -0.10031954 -0.06466725 -0.06157922 -0.06319503]],[[0.09365247 0.08740133 0.10031953 0.06466726 0.06157922 0.06319501]]
Clone447,1,[[-0.09078744 -0.09448449 -0.10079611 -0.05867674 -0.05881436 -0.06294838]],[[0.09078743 0.09448451 0.10079612 0.05867673 0.05881437 0.06294839]]
Clone380,1,"[[-0.06681937 -0.05628896 -0.0652435  -0.06487775 -0.05958944 -0.05519054
  -0.05717681 -0.04905547]]","[[0.06681936 0.05628895 0.06524352 0.06487775 0.05958944 0.05519055
  0.05717681 0.04905547]]"
Clone212,1,"[[-0.04530793 -0.04630714 -0.04341239 -0.04768532 -0.04335008 -0.04387861
  -0.04450847 -0.04372084 -0.04456931 -0.0436629 ]]","[[0.04530794 0.04630714 0.04341239 0.04768533 0.04335008 0.04387861
  0.04450848 0.04372083 0.04456932 0.0436629 ]]"
